ID,NAME,RN_ADDR,LB_ADDR,DETAIL_ADDR,TEL,OFF_DAY,SALES_FROM,SALES_TO,BREAK_FROM,BREAK_TO,PARKING,TYPE,SUB_TYPE,DESC,TRY,path,tag,@version,message,lng,host,lat,@timestamp
56,광주횟집,서울 강동구 구천면로 221,천호동 402-,,02-476-5007,,,,,,TRUE,M,K,이렇게 두꺼운 회는 처음봄,TRUE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"56,광주횟집,서울 강동구 구천면로 221,천호동 402-,,02-476-5007,,,,,,TRUE,M,K,이렇게 두꺼운 회는 처음봄,TRUE",127.1290575,LAPTOP-B0E88DIK,37.5409276,2019-01-22T03:54:08.485Z
17,안녕낯선사람,서울 마포구 어울마당로5길 40,서교동 398-9,,02-333-5610,,08:30,23:00,,,FALSE,D,A,라떼류,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"17,안녕낯선사람,서울 마포구 어울마당로5길 40,서교동 398-9,,02-333-5610,,08:30,23:00,,,FALSE,D,A,라떼류,FALSE",126.9185665,LAPTOP-B0E88DIK,37.5497846,2019-01-22T03:54:08.476Z
3,쯔루하시후게츠 홍대점,서울 마포구 어울마당로 44-1,서교동 408-27,2층,02-323-5921,,11:30,23:00,,,FALSE,M,J,"오꼬노미야끼, 기다리기 힘들면 신촌점 ㄱ",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"3,쯔루하시후게츠 홍대점,서울 마포구 어울마당로 44-1,서교동 408-27,2층,02-323-5921,,11:30,23:00,,,FALSE,M,J,""오꼬노미야끼, 기다리기 힘들면 신촌점 ㄱ"",FALSE",126.9209115,LAPTOP-B0E88DIK,37.5489167,2019-01-22T03:54:08.472Z
50,몰리스,서울 서대문구 연세로5다길 22-7,창천동 62-21,,02-6015-2442,,12:00,23:00,,,FALSE,D,F,"20년 경력의 파티쉐, 메뉴가 다 맛있다.",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"50,몰리스,서울 서대문구 연세로5다길 22-7,창천동 62-21,,02-6015-2442,,12:00,23:00,,,FALSE,D,F,""20년 경력의 파티쉐, 메뉴가 다 맛있다."",FALSE",126.9343856,LAPTOP-B0E88DIK,37.5569195,2019-01-22T03:54:08.484Z
58,메종조,서울 서초구 남부순환로315길 84,서초동 1479-1,,02-584-3373,"['MON()', 'TUE()']",12:00,20:00,,,FALSE,M,20:00,"예당에서 떨어져 있긴 하지만 슬렁슬렁 걸어서 갈수 있는 위치. 샤퀴테리 전문점. 여기 테린도 그렇고 햄도 그렇고 쫀쫀하니 맛있다. 테이블이 하나 있고 식사도 가능한데 궁금한 메뉴들이 한두개가 아니라 다음번 예당갈 때 먹어볼 예정.메뉴에 파슬리 마늘 버터로 볶은 오소리 감투, 버터에 구운 닭 염통과 대파, 팬에 구운 돼지귀 테린과 아이올리 소스+야채볶음, 버터에 구운 부당바스크와 감자랑 사과구이, ""바스크식 천엽스튜""(이게 제일 궁금함)",FALSE,,,,,127.00744152908501,,37.482254088689416,
11,밥,경남 통영시 광도면 죽림5로 34,광도면 죽림리 1570-7,,055-645-262,,11:00,21:00,,,TRUE,M,K,그냥 밥집,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"11,밥,경남 통영시 광도면 죽림5로 34,광도면 죽림리 1570-7,,055-645-262,,11:00,21:00,,,TRUE,M,K,그냥 밥집,FALSE",128.4195892,LAPTOP-B0E88DIK,34.8860336,2019-01-22T03:54:08.474Z
57,여진곱,서울 종로구 삼일대로 430,낙원동 66,,02-762-5157,,10:00,23:00,15:00,16:00,FALSE,M,23:00,여기가 진짜 곱창이라는 가게 이름값을 합니다. 알곱창 드세요. 제가 여태껏 먹었던 곱창은 곱창 껍데기 같은 거였나.... 곱 꽉 차 있고 세상 고소하고 진짜.... 예약하지 않으면 수량이 없는 날도 있으니 주의! 한우곱창부대전골도 안주로 최고예요.,FALSE,,,,,126.988249833374,,37.5730982781166,
63,수복해물찜전문,경남 창원시 성산구 반송로 72-1,성산구 반지동 66-8,,055-273-3623,,11:00,22:00,,,TRUE,M,22:00,특소자(20000원)로 세명이서 배부르게 먹는데 맛도 있고 해물도 듬뿍,FALSE,,,,,128.664456068461,,35.2396472029242,
61,목민정,경남 창원시 의창구 천주로12번길 25,의창구 중동 707,,055-255-7111,,11:00,22:00,16:00,17:00,TRUE,M,22:00,"반찬은 대략 15가지 정도 되는데 모두다 맛있고, 메인메뉴는 청국장 & 생선구이 & 돌솥밥 까지 나오는데 1인 12000원 ",FALSE,,,,,128.621194548165,,35.2628949484556,
31,옥반상,서울 종로구사직로 101,필운동 214,필운빌딩 1층,02-739-0101,['SUN'],11:00,22:00,15:00,17:00,FALSE,M,K,서울쪽 곰탕 중 탑,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"31,옥반상,서울 종로구사직로 101,필운동 214,필운빌딩 1층,02-739-0101,SUN,11:00,22:00,15:00,17:00,FALSE,M,K,서울쪽 곰탕 중 탑,FALSE",126.969987,LAPTOP-B0E88DIK,37.5762852,2019-01-22T03:54:08.479Z
37,천지양꼬치,서울 마포구 포은로 74,망원동 401-34,,02-322-1020,"['MON(2,4)']",,,,,FALSE,M,C,"양꼬치의 또다른 신세계, 양갈비꼬치",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"37,천지양꼬치,서울 마포구 포은로 74,망원동 401-34,,02-322-1020,""MON(2,4)"",,,,,FALSE,M,C,""양꼬치의 또다른 신세계, 양갈비꼬치"",FALSE",126.9058377,LAPTOP-B0E88DIK,37.55378049999999,2019-01-22T03:54:08.481Z
64,산청돼지국밥전문,경남 진주시 창렬로 71,상봉동 1108-16,,055-742-2938,"['WED(1,3)']",06:30,22:00,,,TRUE,M,22:00,"국밥에 고기도 퍽퍽한 살 안 쓰고 비계붙은 살 써서 부드럽고 고소함, 육수도 사골스타일 아니고 시장 국밥 스타일이라서 얼큰",FALSE,,,,,128.068966707597,,35.1948800402235,
